;Nombre;NIF;Localidad;País;Inmovilizado_Inmaterial;Fecha_Constitucion;Last_year;ROA23;Total_Activo;Ingresos_Explotacion;Empleados;Ratio_Liquidez;Ratio_Solvencia;CNAE;Ratio_Endeudamiento;EBITDA;Resultado_Ejercicio
2791.;ASESCLICK ASESORIA TECNOLOGICA SOCIEDAD LIMITADA.;B01781202;ALCALA DE GUADAIRA;ESPANA;n.d.;27/07/2020;31/12/2024;28,34;90;133;3;98,86;0,99;6201;0;26;16
2792.;SYCAI TECHNOLOGIES S.L.;B01808161;BARCELONA;ESPANA;929;01/08/2020;31/12/2024;-6,13;1.812;87;12;3.299,35;32,99;6201;3,45;-110;-87
2793.;VULKAN SYSTEMS SL.;B01885078;SANTA POLA;ESPANA;1;01/09/2020;31/12/2024;0,51;279;41;2;206,06;2,06;2640;94,1;3;1
2794.;DINATEN EVALUACION SL.;B56917164;SANTA CRUZ DE TENERIFE;ESPANA;n.d.;09/01/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2795.;PRIFER INGENIERIA Y PERITACIONES SOCIEDAD LIMITADA.;B02754638;POZUELO DEL PARAMO;ESPANA;n.d.;09/11/2020;31/12/2024;40,43;10;55;1;425,31;4,25;6209;0;4;3
2796.;NABLA VISION S.L.;B67541540;GAVA;ESPANA;13;19/11/2019;31/12/2024;-2,94;86;136;1;308,59;3,09;2651;27,36;2;-3
2797.;CYBERLAKE GROUP SL.;B88627096;RIVAS-VACIAMADRID;ESPANA;n.d.;16/04/2020;31/03/2024;1,44;220;60;1;7.281,00;72,81;5821;0;14;3
2798.;URALSKI ZABOD GROUP SL.;B42661967;SANTA POLA;ESPANA;0;29/07/2019;31/12/2024;-9,57;16;55;1;19,14;0,19;2670;164,77;-1;-2
2799.;CYBERBLUE SOCIEDAD LIMITADA.;B24729436;VILLAQUILAMBRE;ESPANA;n.d.;23/05/2019;31/12/2024;26,15;35;46;2;530,96;5,31;6209;0;9;6
2800.;EVOLUCIONA CONSULTORES 2009 SL.;B01757400;MALAGA;ESPANA;n.d.;20/07/2020;31/12/2021;n.d.;n.d.;n.d.;4;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2801.;DIGITAL SCALE CONSULTING S.L.;B67543223;SANT CUGAT DEL VALLES;ESPANA;n.d.;21/11/2019;31/12/2024;3,9;87;22;1;127,18;1,27;6202;5,75;3;3
2802.;DE LA MADRID TAX & ACCOUNTING SL.;B09685744;MADRID;ESPANA;n.d.;28/01/2022;31/12/2024;33,75;11;46;1;197,32;1,97;6209;2,89;5;3
2803.;GAGLIANO AND FAMILY SOCIEDAD LIMITADA.;B10682920;ROQUETAS DE MAR;ESPANA;n.d.;16/05/2022;31/12/2023;30,44;191;59;2;693,09;6,93;6201;0;59;49
2804.;POKA-YOQUE SL.;B88466578;MADRID;ESPANA;n.d.;28/08/2019;31/12/2023;-77,32;12;59;2;259;2,59;6391;109,16;-9;-9
2805.;BITLEDGER SL.;B67693705;BOADILLA DEL MONTE;ESPANA;6;29/10/2021;31/12/2023;4,09;181;59;2;451,74;4,52;6201;46,24;10;2
2806.;ROSTAGE EVENTOS SL.;B72536840;MADRID;ESPANA;n.d.;23/09/2022;31/12/2024;22,91;101;189;2;434,85;4,35;6209;26,01;23;16
2807.;CLOUD COST CONTROL S.L.;B19340702;MATADEPERA;ESPANA;n.d.;08/08/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2808.;ANTICLINF SERVICES SL.;B88522107;MADRID;ESPANA;n.d.;11/11/2019;31/12/2023;37,6;105;58;2;1.114,86;11,15;6202;0;40;30
2809.;CITIZEN CAN SPAIN SL.;B88499447;MADRID;ESPANA;n.d.;28/09/2020;31/12/2020;n.d.;n.d.;n.d.;1;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2810.;LIGHT NOTES SL.;B88361274;MADRID;ESPANA;n.d.;05/04/2019;31/12/2024;1,2;63;51;1;108,37;1,08;6201;0;1;1
2811.;AIGECKO TECHNOLOGIES S.L.;B02682300;IGUALADA;ESPANA;n.d.;16/10/2020;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2812.;RED MOUNTAIN CONSULTING SL.;B01971167;MADRID;ESPANA;n.d.;24/09/2020;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2813.;SIONLINE MULTISERVICIOS, SOCIEDAD LIMITADA.;B70771142;SEVILLA;ESPANA;n.d.;27/02/2024;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2814.;ESPELTECH S.L.;B56944044;CARDONA;ESPANA;n.d.;15/01/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2815.;BIT INTELLITECH S.L.;B67545590;BARCELONA;ESPANA;n.d.;25/11/2019;31/12/2020;n.d.;n.d.;n.d.;1;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2816.;COWFACE REAL ESTATE 2020 SL.;B88583034;MADRID;ESPANA;n.d.;11/02/2020;31/12/2024;-0,05;867;330;1;122,02;1,22;6190;22,66;0;101
2817.;CATALUNYA INTERACTIVA MEDIA SYSTEMS S.L.;B56936966;CANET DE MAR;ESPANA;n.d.;12/01/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2818.;FEROZ GROUP DIGITAL SOLUTIONS SOCIEDAD LIMITADA.;B01770387;TURIS;ESPANA;n.d.;23/07/2020;31/12/2024;-2,83;157;81;1;370,81;3,71;6201;0;9;-4
2819.;AUMENTA VILANOVA S.L.;B09894171;BENAGUASIL;ESPANA;106;11/03/2022;31/12/2024;2,69;134;42;1;25,72;0,26;6201;22,01;21;3
2820.;BCN EVO HUB S.L.;B67375097;BARCELONA;ESPANA;n.d.;07/02/2019;31/12/2020;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2821.;SATURDAYSAI SOCIEDAD LIMITADA.;B56435670;REUS;ESPANA;n.d.;22/09/2023;31/12/2023;46;59;58;1;204,42;2,04;6202;8,31;27;27
2822.;AUDIOVIATOR MULTIMEDIA SL.;B76789973;SAN CRISTOBAL DE LA LAGUNA;ESPANA;n.d.;04/02/2019;31/12/2023;18,96;61;58;1;1.412,74;14,13;6201;0;15;12
2823.;VRPHARMA IMMERSIVE TECHNOLOGIES SL.;B04996492;DONOSTIA/SAN SEBASTIAN;ESPANA;n.d.;15/03/2021;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2824.;INSTALADORES VGS CABRAL SOCIEDAD LIMITADA.;B27880194;VIGO;ESPANA;n.d.;20/02/2020;31/12/2024;-22,8;22;59;2;64,14;0,64;6190;19,09;-4;-7
2825.;DACTILPLUS SERVICIOS INTEGRALES SOCIEDAD LIMITADA.;B16869653;BARAKALDO;ESPANA;n.d.;01/07/2021;31/12/2024;22,92;30;45;2;334,55;3,35;6201;55,48;7;5
2826.;MELFAVORES SOCIEDAD LIMITADA.;B13696315;LLORET DE MAR;ESPANA;n.d.;25/04/2023;31/12/2023;24,13;27;57;1;61,42;0,61;6209;63,09;7;5
2827.;SILICON BASED S.L.;B16829582;EL PALAU D'ANGLESOLA;ESPANA;n.d.;25/08/2021;31/12/2023;22,62;75;57;2;358,66;3,59;6201;0;20;12
2828.;NASAPP S.L.;B44938389;BARCELONA;ESPANA;n.d.;28/03/2023;31/12/2023;50,88;50;57;1;194,37;1,94;6201;0;26;22
2829.;EXTRA-BYTE INFORMATICA SOCIEDAD LIMITADA.;B67875690;VIGO;ESPANA;n.d.;03/01/2022;31/12/2024;-18,94;16;71;1;87,97;0,88;6209;61,77;-3;-2
2830.;LINGUISTIC FACTORY SL.;B42937201;MADRID;ESPANA;108;24/02/2021;31/12/2024;-67,68;274;56;3;106,63;1,07;6209;69,22;-186;-151
2831.;ISCA TRAINING AND CONSULTING S.L.;B67384230;SABADELL;ESPANA;n.d.;21/02/2019;31/12/2024;10,35;135;110;1;9.747,31;97,47;6209;0;15;11
2832.;WEBCREATOR STUDIO SOCIEDAD LIMITADA.;B55346662;CASTELL PLATJA D'ARO;ESPANA;n.d.;12/04/2019;31/12/2023;23,39;27;57;2;852,98;8,53;6209;0;6;6
2833.;INOVSHOP SOLUCIONES DIGITALES SL.;B88341599;MADRID;ESPANA;n.d.;07/03/2019;31/12/2024;24,32;17;69;2;114,96;1,15;6209;40,57;4;3
2834.;GAZQUEZ SOLUCIONES INFORMATICAS SL.;B42911099;IBI;ESPANA;n.d.;16/02/2021;31/12/2021;n.d.;n.d.;n.d.;1;n.d.;n.d.;6203;n.d.;n.d.;n.d.
2835.;QUANVIA SOCIEDAD LIMITADA.;B16744641;LEIOA;ESPANA;n.d.;26/07/2021;31/12/2023;-478,41;14;56;2;n.s.;n.s.;6201;0;-62;-68
2836.;ID SANIDAD SOLUCIONES SOCIEDAD LIMITADA.;B16869695;MAIRENA DEL ALJARAFE;ESPANA;n.d.;09/09/2021;31/12/2023;-56,38;56;56;2;49,79;0,5;6209;87,76;-30;-32
2837.;NARANCO TECNOLOGICA SL.;B01894633;GIJON;ESPANA;1;03/09/2020;31/12/2024;7,84;28;46;1;68,6;0,69;6209;16,94;3;2
2838.;SONO IO ESTRATEGIAS DE COMUNICACION SL.;B88422852;MADRID;ESPANA;n.d.;21/06/2019;31/12/2023;6,91;14;56;1;111,11;1,11;6201;23,72;1;1
2839.;DEVOLTEC SOCIEDAD LIMITADA.;B06893630;ONTINYENT;ESPANA;n.d.;11/06/2021;31/12/2021;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2840.;ESSA GLOBAL SL.;B02849628;MADRID;ESPANA;n.d.;25/11/2020;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2841.;GRUPO SKALA SIRERA SL.;B56533003;LAS ROZAS DE MADRID;ESPANA;n.d.;13/10/2023;31/12/2023;70,44;73;56;2;240;2,4;6201;6,9;52;40
2842.;ULTUS INNOVATION SL.;B09723222;SORIA;ESPANA;239;08/02/2022;31/12/2023;-35,79;452;56;6;279,07;2,79;6201;0;-144;-115
2843.;WAYLLET TECH SL.;B44929206;ALACANT/ALICANTE;ESPANA;n.d.;24/03/2023;31/12/2024;-1.231,32;11;n.d.;6;5,62;0,06;6209;544,12;-141;-141
2844.;SNAB FINTECH SL.;B16912255;MADRID;ESPANA;571;21/09/2021;31/12/2024;-3,94;742;9;5;601,79;6,02;6202;0,15;-29;-28
2845.;BCOACH SOLUCIONES SOCIEDAD LIMITADA.;B40631806;VALENCIA;ESPANA;11;01/01/2020;31/12/2024;21,44;23;38;2;108,25;1,08;6201;0;5;4
2846.;MBYTES SL.;B71448500;TUDELA;ESPANA;n.d.;19/01/2022;31/12/2024;-3,7;209;57;1;159,78;1,6;6311;1,88;-1;-8
2847.;NEURATUM SOCIEDAD LIMITADA.;B40633018;VALENCIA;ESPANA;n.d.;18/12/2019;31/12/2021;n.d.;n.d.;n.d.;3;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2848.;GIGAS GALICIA, SOCIEDAD LIMITADA.;B70597497;A CORUÑA;ESPANA;n.d.;22/08/2019;31/12/2024;19,21;9;38;1;646,02;6,46;6120;0;2;1
2849.;CARBAN SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;B55402358;VILAGARCIA DE AROUSA;ESPANA;n.d.;22/07/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2850.;TRUEWORLD ORGANIZATION SL.;B01987023;PALMA;ESPANA;n.d.;23/09/2020;31/12/2020;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2851.;ZOE DEJEAN SL.;B16609273;PALMA;ESPANA;n.d.;07/01/2019;31/12/2024;43,91;109;53;2;1.038,41;10,38;6202;0;48;37
2852.;SOMIA SOLUTIONS S.L.;B56990252;BARCELONA;ESPANA;n.d.;23/01/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2853.;ALENA EASY CLOUD SL.;B88444310;MADRID;ESPANA;n.d.;17/07/2019;31/12/2020;n.d.;n.d.;n.d.;1;n.d.;n.d.;6399;n.d.;n.d.;n.d.
2854.;DESTRUCCION DIGITAL SL.;B06765127;COLLADO VILLALBA;ESPANA;n.d.;14/05/2021;31/12/2023;5,49;26;55;1;122,56;1,23;6209;2,67;1;1
2855.;INGENIERIA GALLEGA DE SOFTWARE SL.;B70584453;A CORUÑA;ESPANA;n.d.;21/03/2019;31/12/2024;-134,56;28;132;1;98,5;0,98;6209;88,74;-37;-37
2856.;WHATER APP SOLUTIONS SOCIEDAD LIMITADA.;B01819879;LA RINCONADA;ESPANA;n.d.;16/06/2020;31/12/2024;-7,03;44;29;1;180,99;1,81;6209;50,09;-3;-2
2857.;ARKUBBO TECNOLOGIA SL.;B71406243;BARAÑAIN/BARAÑAIN;ESPANA;n.d.;07/10/2020;31/12/2023;-32,75;30;55;2;142,35;1,42;6203;78,59;0;-11
2858.;IT CORPORATE CREATE SL.;B72583578;ALACANT/ALICANTE;ESPANA;n.d.;03/10/2022;31/12/2024;-29,39;99;3;2;132,01;1,32;6201;114,15;-28;-25
2859.;REVOLUTION 4R TOGETHER S.L.;B09627514;SANT JUST DESVERN;ESPANA;n.d.;14/01/2022;31/12/2023;13,24;48;54;1;340,18;3,4;6203;0;6;5
2860.;SPORTSNNECT SL.;B02664498;SAN SEBASTIAN DE LOS REYES;ESPANA;221;13/10/2020;31/12/2024;-26,91;273;9;2;79,93;0,8;6312;40,85;-26;-77
2861.;CIMA HORIZONS SL.;B90488065;SEVILLA;ESPANA;n.d.;19/05/2020;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2862.;RARA AVIS CONSULTING SL.;B42773697;TEGUISE;ESPANA;n.d.;20/01/2021;31/12/2024;5,66;16;74;2;108,61;1,09;6202;0;2;1
2863.;PERESPIN 2019 SL.;B88449541;AGUILAS;ESPANA;n.d.;19/07/2019;31/12/2023;18,08;121;54;1;2.319,24;23,19;6201;0;22;16
2864.;ARTE MUDELA SOCIEDAD DE RESPONSABILIDAD LIMITADA.;B16729881;SANTA CRUZ DE MUDELA;ESPANA;n.d.;21/07/2021;31/12/2023;-26,13;97;54;2;127,75;1,28;6209;47,44;-21;-22
2865.;HILLTECH DIGITAL SL.;B16911893;ROSSELLO;ESPANA;n.d.;22/09/2021;31/12/2024;5,11;35;38;2;685,86;6,86;6209;85,48;2;2
2866.;DIGITAL DATA FARM SL.;B09651977;FUENTE ALAMO DE MURCIA;ESPANA;n.d.;21/01/2022;31/12/2024;68,57;33;64;1;440,46;4,4;6201;1,83;22;19
2867.;HERAL2 TELEMATICA S.L.;B67352021;PINEDA DE MAR;ESPANA;n.d.;07/01/2019;31/12/2022;n.d.;n.d.;n.d.;2;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2868.;NEURAPTIC SL.;B71411128;ARANGUREN;ESPANA;517;28/12/2020;31/12/2024;-15,28;1.049;174;6;289,71;2,9;6202;51,76;-141;-179
2869.;HEMOTIC SL.;B71441893;OLITE/ERRIBERRI;ESPANA;7;21/10/2021;31/12/2024;6,78;67;67;2;158,44;1,58;6209;0;6;4
2870.;AJA PROGRAMMING AND CONSULTING SOCIEDAD LIMITADA.;B09887860;ALMUSSAFES;ESPANA;n.d.;11/03/2022;31/12/2024;43,13;116;177;1;336,02;3,36;6202;0;52;39
2871.;FUELED BY SMART WORK SL.;B10640316;MADRID;ESPANA;6;05/05/2022;31/12/2023;19,56;25;54;2;125,2;1,25;6209;6,85;7;2
2872.;KENTRONIC TECHNOLOGY SL.;B75237602;ASTIGARRAGA;ESPANA;n.d.;02/03/2020;31/12/2024;-168,19;51;44;1;164,89;1,65;6209;0;-87;-69
2873.;SMART LEAN SOLUTIONS SL.;B71367320;PAMPLONA/IRUÑA;ESPANA;18;11/01/2019;31/12/2024;-4,2;40;42;1;41,08;0,41;6201;117,69;0;-2
2874.;AIDIAPP SL.;B01843564;SALAMANCA;ESPANA;n.d.;13/08/2020;31/12/2023;65,93;24;53;2;550,21;5,5;6201;0;16;12
2875.;E-BMO ONLINE SERVICES S.L.;B67511105;BARCELONA;ESPANA;n.d.;01/10/2019;31/12/2024;8,1;20;66;1;497,55;4,98;6311;27,02;2;1
2876.;ESTEMARINNOVA SL;B70845920;MALAGA;ESPANA;n.d.;08/02/2024;31/12/2024;n.d.;n.d.;n.d.;5;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2877.;RETAILSOLUTIONS IBERICA SL.;B10794329;ZARAGOZA;ESPANA;n.d.;09/06/2022;31/12/2022;n.d.;n.d.;n.d.;6;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2878.;APOYAR RESEARCH & DEVELOPMENT SL.;B06962187;XABIA/JAVEA;ESPANA;n.d.;28/06/2021;31/12/2024;73,4;14;62;1;90,13;0,9;6209;15,48;11;8
2879.;ANIMULA SOLUCIONES SL.;B06865109;CADIZ;ESPANA;n.d.;04/06/2021;31/12/2023;1,32;57;53;2;134,93;1,35;6201;2,39;1;1
2880.;TIMBRIT SL.;B88405162;MADRID;ESPANA;n.d.;13/05/2019;31/12/2022;n.d.;n.d.;n.d.;11;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2881.;SECURITY NET XXI S.L.;B01988427;LES FRANQUESES DEL VALLES;ESPANA;n.d.;30/09/2020;31/12/2024;93,14;4;42;1;45,66;0,46;6209;0;4;4
2882.;APPTOIN IOT SL.;B02678647;SANTIAGO DE COMPOSTELA;ESPANA;n.d.;15/10/2020;31/12/2024;28,19;22;24;1;315,3;3,15;6201;0,15;6;5
2883.;3D ATRIO GRAPHICS SL.;B02785558;PUENTE GENIL;ESPANA;n.d.;11/11/2020;31/12/2024;3,6;40;54;1;358,13;3,58;6201;0;2;1
2884.;INDPROVE SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;B40567331;MANISES;ESPANA;n.d.;01/03/2019;31/12/2024;25,91;33;76;2;239,12;2,39;6202;0;9;7
2885.;REDTEAM TECHNOLOGY SL.;B09945122;ALCALA DE HENARES;ESPANA;n.d.;21/03/2022;31/12/2023;52,74;84;52;2;810,08;8,1;6202;0;45;38
2886.;GRUPO CODIFICA DIGITAL SL.;B01874585;BEAS DE SEGURA;ESPANA;n.d.;27/08/2020;31/12/2023;-6,1;8;52;2;34,3;0,34;6201;312,12;-1;-2
2887.;IO SAFE SOCIEDAD LIMITADA.;B67668475;DOS HERMANAS;ESPANA;88;27/10/2021;31/12/2024;-40,46;213;24;3;650,56;6,51;6201;53,96;-73;-72
2888.;MONOI IT SOCIEDAD LIMITADA.;B05466149;GETXO;ESPANA;n.d.;07/05/2021;31/12/2024;21,27;12;7;2;n.s.;n.s.;6209;0;3;2
2889.;LIS LOGISTISCHE INFORMATIONSSYSTEME IBERIA SOCIEDAD LIMITADA.;B32503872;O BARCO DE VALDEORRAS;ESPANA;n.d.;29/10/2019;31/12/2023;-89,47;183;52;1;104,55;1,05;6209;350,6;-160;-130
2890.;DMANDA SOCIEDAD LIMITADA.;B19728542;VIGO;ESPANA;n.d.;28/05/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2891.;VICISOFT SOCIEDAD LIMITADA.;B04912010;ALMERIA;ESPANA;n.d.;24/07/2019;31/12/2024;20,44;53;65;1;780,3;7,8;6312;4,66;12;8
2892.;PENTABILITIES S.L.;B67363291;SANT CUGAT DEL VALLES;ESPANA;n.d.;22/01/2019;31/12/2024;78,37;210;300;1;299,73;3;6209;0,33;165;127
2893.;ZOLA SISTEMAS SL.;B09843350;DONOSTIA/SAN SEBASTIAN;ESPANA;141;02/03/2022;31/12/2024;10,22;194;106;3;142,23;1,42;6201;38,75;26;17
2894.;SEAPORT SOLUTIONS SL;B01641042;VALENCIA;ESPANA;146;17/06/2020;31/12/2023;-26,71;421;52;6;77,72;0,78;6202;17,04;-12;-73
2895.;NISONIDE SOCIEDAD LIMITADA.;B02868909;LAS GABIAS;ESPANA;n.d.;30/11/2020;31/12/2024;-67,32;29;32;2;45,84;0,46;6201;0;-17;-15
2896.;BLOCKLOOP SOCIEDAD LIMITADA.;B09734849;CASTELLO PLANA/CASTELLON PLANA;ESPANA;n.d.;09/02/2022;31/12/2024;-3,97;144;36;1;6.911,36;69,11;6209;0,56;-6;-4
2897.;MOTIVE COMMERCE SEARCH CORP SL.;B09764838;GIJON;ESPANA;n.d.;15/02/2022;31/12/2022;n.d.;n.d.;n.d.;23;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2898.;STURDY CLOUD SOLUTIONS SL.;B88458575;PARACUELLOS DE JARAMA;ESPANA;n.d.;02/08/2019;31/12/2019;n.d.;n.d.;n.d.;2;n.d.;n.d.;6202;n.d.;n.d.;n.d.
2899.;NIBI SOFTWARE Y CONSULTORA SL.;B42815936;MALAGA;ESPANA;n.d.;28/01/2021;31/12/2024;11,36;91;54;1;125,55;1,26;5829;0;10;8
2900.;SFT GLOBAL SOCIEDAD LIMITADA.;B56552128;REINOSA;ESPANA;n.d.;19/10/2023;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2901.;AITACA REMOTE TECH SL.;B67777011;LAS ROZAS DE MADRID;ESPANA;n.d.;17/11/2021;31/03/2025;-7,82;318;224;5;1.924,24;19,24;6202;56,2;-23;-23
2902.;SKYCO ECHSPRESS SL.;B01647841;FELANITX;ESPANA;n.d.;18/06/2020;31/12/2024;72,19;16;54;2;200,09;2;6209;31,66;11;9
2903.;SMART ESCROW SOCIEDAD LIMITADA.;B26571471;GRANADA;ESPANA;411;12/05/2020;31/12/2024;-29,02;613;105;7;59,95;0,6;6312;58,35;-177;-140
2904.;TELECOMCYL SL.;B06908263;VALLADOLID;ESPANA;n.d.;30/06/2021;31/12/2024;30,43;22;59;2;133,2;1,33;6120;1,2;7;5
2905.;PAGGYY DIGITAL SL.;B19326628;CABANILLAS DEL CAMPO;ESPANA;n.d.;25/01/2019;31/12/2024;-19,65;49;149;1;585,92;5,86;6190;0;-9;-10
2906.;CLIVENTIC SOLUCIONES SL.;B05377288;NEGREIRA;ESPANA;n.d.;14/04/2021;31/12/2024;47,36;84;121;2;235,48;2,35;6201;0;41;31
2907.;J3NERGY CONSULTING S.L.;B67411256;BARCELONA;ESPANA;n.d.;02/04/2019;31/12/2024;25,68;27;39;2;416,05;4,16;6201;0;7;5
2908.;INVERSIONES CHICO GUIJARRO SL.;B88433354;MADRID;ESPANA;-1;02/07/2019;31/12/2024;-0,94;4.558;8;2;7,04;0,07;6399;18,92;-42;-28
2909.;ZONA2 INTERNET SOCIEDAD LIMITADA.;B90442351;SEVILLA;ESPANA;n.d.;13/06/2019;31/12/2024;-18,65;20;54;2;109,04;1,09;6190;25,18;0;-4
2910.;ALIANZA NANOTECNOLOGIA DIAGNOSTICA ASJ SL.;B01597848;SAN SEBASTIAN DE LOS REYES;ESPANA;550;08/06/2020;31/12/2024;41,89;785;39;2;657,47;6,57;2660;51,16;370;243
2911.;SPUTNIK7 PRODUCTIONS SL.;B88501242;LAS ROZAS DE MADRID;ESPANA;n.d.;17/10/2019;31/12/2022;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2912.;AGARIMO ESTUDIO, SOCIEDAD LIMITADA.;B70603881;CARBALLO;ESPANA;1;14/11/2019;31/12/2023;60,4;13;51;1;172,27;1,72;6311;0;8;8
2913.;VALI AI EUROPE SL.;B67713941;DONOSTIA/SAN SEBASTIAN;ESPANA;n.d.;28/10/2021;31/12/2024;-63,03;20;16;1;321,31;3,21;6201;24,93;-13;-10
2914.;ALIRA DEVELOP & BUILD, SL.;B16369415;DOS HERMANAS;ESPANA;n.d.;11/04/2024;31/12/2024;n.d.;n.d.;n.d.;1;n.d.;n.d.;6201;n.d.;n.d.;n.d.
2915.;DM COYOTE SERVICIOS INFORMATICOS SL.;B76819929;SAN CRISTOBAL DE LA LAGUNA;ESPANA;n.d.;01/02/2020;31/12/2020;n.d.;n.d.;n.d.;1;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2916.;DATA & CONVERSION INTELLIGENCE SL.;B93685626;MARBELLA;ESPANA;n.d.;29/04/2019;31/12/2024;-0,46;18;43;1;53,99;0,54;6312;94,56;0;0
2917.;WEAREFINTECH SL.;B94203304;TUI;ESPANA;n.d.;23/04/2020;31/12/2024;30,28;87;163;2;172,37;1,72;6202;0;27;21
2918.;ART W STARTUP SL.;B88326277;MADRID;ESPANA;6;27/02/2019;31/12/2023;2,13;406;49;2;417,92;4,18;6201;6,15;16;6
2919.;WE WON TOGETHER SL.;B01666585;MADRID;ESPANA;n.d.;26/06/2020;31/12/2021;n.d.;n.d.;n.d.;1;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2920.;FLOWGY SL.;B06981963;FUENTE ALAMO DE MURCIA;ESPANA;n.d.;02/07/2021;31/12/2024;37,75;23;18;1;2.123,75;21,24;6201;0;9;7
2921.;LUCUS TELECOMUNICACIONES SL.;B42807693;LUGO;ESPANA;1;28/01/2021;31/12/2024;-34,67;21;32;2;17,81;0,18;6399;130,34;-6;-6
2922.;LOAND TECHNOLOGIES S.L.;B67623637;SANTA SUSANNA;ESPANA;n.d.;01/06/2020;31/12/2023;10,94;49;49;2;461,66;4,62;6201;0;9;4
2923.;ENASA ELECTRONICS COMPONENTS S.L.;B10964559;SABADELL;ESPANA;n.d.;22/07/2022;31/12/2024;-16,14;96;60;2;194,13;1,94;2612;109,93;-9;-15
2924.;GOLEM SOFT SL.;B42734509;MADRID;ESPANA;n.d.;12/01/2021;31/12/2023;23,84;43;49;2;203,24;2,03;6201;0,04;10;8
2925.;TROPILINE SOCIEDAD LIMITADA.;B19716604;ALMUÑECAR;ESPANA;n.d.;26/05/2020;31/12/2021;n.d.;n.d.;n.d.;2;n.d.;n.d.;6190;n.d.;n.d.;n.d.
2926.;RISK MED SOLUTIONS SL.;B88425160;MADRID;ESPANA;n.d.;19/07/2019;31/12/2023;-41,82;2.553;48;4;7.697,00;76,97;6202;0;-399;-751
2927.;IMPULSO COGNITIVO SOCIEDAD LIMITADA.;B01672757;ERMUA;ESPANA;99;29/06/2020;31/12/2024;-40,72;169;28;1;583,07;5,83;6209;43,4;-6;-57
2928.;PLAIN APP S.L.;B72537517;BARCELONA;ESPANA;178;23/09/2022;31/12/2023;-32,47;304;48;2;283,78;2,84;6209;44,39;-63;-87
2929.;SOLUTIONS WEBSITE DESIGN S.L.;B55406862;MERIDA;ESPANA;n.d.;16/05/2024;31/12/2024;n.d.;n.d.;n.d.;2;n.d.;n.d.;6209;n.d.;n.d.;n.d.
2930.;OPERATIVE IT SL.;B02999902;MURCIA;ESPANA;n.d.;04/01/2021;31/12/2024;61;24;59;1;133,37;1,33;6202;15,95;15;14
2931.;POK DIGITAL EUROPE SL.;B88634092;MADRID;ESPANA;n.d.;11/05/2020;31/12/2024;-2.005,76;28;895;1;14,27;0,14;6209;441,85;-522;-55
2932.;EXECUTIVE TIC SL.;B01652619;ALICANTE/ALACANT;ESPANA;n.d.;23/06/2020;31/12/2024;-8,19;25;24;2;11,53;0,12;6209;85,79;1;-3
